end,end 2,end 3
Saw Mill/Timber,,
Name,Address,Contact No
Bengal Timber Works,"Bhiringi, Benachity, Durgapur-13",0343 2583434
Ellora Timber Corporation,"Bhiringi, Benachity, Durgapur-13",0343 2583814
Evergreen Timber House,"Waria, Durgapur-03",0343
Kanak Timber House,"Benachity, Durgapur-13",0343 2583402
K.P. Timber Traders,"Bhringi, Benachity, Durgapur-13",0343
Sree Tara Timber Works,"J.P. Avenue, Durgapur-11",0343
United Saw Mill,"G.T. Road, DSP Main Gate, Durgapur-03",0343 2582381
