end,end 2,end 3
Valuers in Durgapur,,
Name,Address,Contact No
Datta Associates,"Central Market, Opp ADDA Building, City Centre, Durgapur-16",09233311340
Dibyendu Banerjee,"ADDA Plot, C18, Dhyan Chand Sarani, City Centre, Durgapur 16",09434114888
Jayanta Sarkar,"7/111, Commercial Estate, City Centre, Durgapur-16",0343 2544684
