end,end 2,end 3
Refrigeration,,
Name,Address,Contact No
A.K Refrigeration,Durgapur,0343 2582343
Blue Star,Durgapur,0343 3290210
Godrej,Durgapur,0343 2586943
Maa Durga Refrigeration,Durgapur,09832233788
Modern Refrigeration,Durgapur,0343 2585021
Soumen Refrigeration,Durgapur,0343 2571902
Voltas,Durgapur,0343 2583643
Whirlpool,Durgapur,0343 2585896
